"taxon","date","location","host"
"CY016793",2006.5,"Afghanistan","chicken"
"CY020627",2006.5,"Afghanistan","chicken"
"CY020635",2006.5,"Afghanistan","chicken"
"CY021379",2006.5,"Afghanistan","chicken"
"CY020643",2006.5,"Afghanistan","chicken"
"HQ156771",2010.5,"Bangladesh","chicken"
"HQ156774",2010.5,"Bangladesh","chicken"
"HQ156758",2010.5,"Bangladesh","chicken"
"KC616571",2011.5,"Bangladesh","chicken"
"KC616579",2012.5,"Bangladesh","chicken"
"KC616580",2012.5,"Bangladesh","chicken"
"KC616581",2012.5,"Bangladesh","chicken"
"KC616582",2012.5,"Bangladesh","chicken"
"KC616583",2012.5,"Bangladesh","chicken"
"KC616584",2012.5,"Bangladesh","chicken"
"KC616585",2012.5,"Bangladesh","chicken"
"KC616586",2012.5,"Bangladesh","chicken"
"KC616587",2012.5,"Bangladesh","chicken"
"KC616588",2012.5,"Bangladesh","chicken"
"KC616572",2012.5,"Bangladesh","chicken"
"KC616573",2012.5,"Bangladesh","chicken"
"KC616574",2012.5,"Bangladesh","chicken"
"KC616575",2012.5,"Bangladesh","chicken"
"KC616576",2012.5,"Bangladesh","chicken"
"KC616577",2012.5,"Bangladesh","chicken"
"KC616578",2012.5,"Bangladesh","chicken"
"KM267803",2013.5,"Bangladesh","chicken"
"KM267811",2013.5,"Bangladesh","chicken"
"KM267866",2014.5,"Bangladesh","chicken"
"KM267874",2014.5,"Bangladesh","chicken"
"KM267882",2014.5,"Bangladesh","chicken"
"KM267890",2014.5,"Bangladesh","chicken"
"KF888544",2012.5,"Bangladesh","chicken"
"KF888500",2012.5,"Bangladesh","chicken"
"KF888520",2012.5,"Bangladesh","chicken"
"KF888528",2012.5,"Bangladesh","chicken"
"KF888476",2012.5,"Bangladesh","chicken"
"KF888454",2012.5,"Bangladesh","chicken"
"KF888512",2012.5,"Bangladesh","chicken"
"KY629527",2014.5,"Bangladesh","chicken"
"KY629525",2014.5,"Bangladesh","chicken"
"KY629544",2014.5,"Bangladesh","chicken"
"KY635546",2015.5,"Bangladesh","chicken"
"MG042373",2016.5,"Bangladesh","chicken"
"MG042445",2016.5,"Bangladesh","chicken"
"MH135644",2017.5,"Bangladesh","chicken"
"MH135578",2017.5,"Bangladesh","chicken"
"MH135511",2017.5,"Bangladesh","chicken"
"MH135515",2017.5,"Bangladesh","chicken"
"MN209561",2018.5,"Bangladesh","chicken"
"KF888414",2010.5,"Bangladesh","chicken"
"KF597842",2010.5,"Bangladesh","chicken"
"MK045829",2017.5,"Bangladesh","chicken"
"MK045837",2017.5,"Bangladesh","chicken"
"MK045964",2017.5,"Bangladesh","chicken"
"MK045972",2017.5,"Bangladesh","chicken"
"MK046065",2017.5,"Bangladesh","chicken"
"MN994127",2017.5,"Bangladesh","chicken"
"MN994135",2017.5,"Bangladesh","chicken"
"MN994093",2017.5,"Bangladesh","chicken"
"MN994143",2017.5,"Bangladesh","chicken"
"MN994151",2017.5,"Bangladesh","chicken"
"MN994159",2017.5,"Bangladesh","chicken"
"MN994167",2017.5,"Bangladesh","chicken"
"MN994175",2017.5,"Bangladesh","chicken"
"MN994183",2017.5,"Bangladesh","chicken"
"MN994191",2017.5,"Bangladesh","chicken"
"KP662557",2012.5,"Bhutan","chicken"
"KP662572",2012.5,"Bhutan","chicken"
"KP662574",2012.5,"Bhutan","chicken"
"KP662576",2012.5,"Bhutan","chicken"
"KT717203",2013.5,"Bhutan","chicken"
"KT717197",2013.5,"Bhutan","chicken"
"KP336303",2013.5,"Bhutan","chicken"
"KP662578",2012.5,"Bhutan","chicken"
"KP662580",2012.5,"Bhutan","chicken"
"KP662565",2012.5,"Bhutan","chicken"
"KP336297",2013.5,"Bhutan","chicken"
"KP336300",2013.5,"Bhutan","chicken"
"KP336294",2013.5,"Bhutan","chicken"
"KX215296",2012.5,"Bhutan","chicken"
"KX215358",2012.5,"Bhutan","chicken"
"KX215350",2012.5,"Bhutan","chicken"
"KX215217",2012.5,"Bhutan","chicken"
"KX215342",2012.5,"Bhutan","chicken"
"KT717200",2012.5,"Bhutan","chicken"
"CY066002",2010.5,"Bhutan","chicken"
"CY066010",2010.5,"Bhutan","chicken"
"CY063471",2010.5,"Bhutan","chicken"
"CY063479",2010.5,"Bhutan","chicken"
"KX215312",2012.5,"Bhutan","chicken"
"KX215295",2012.5,"Bhutan","chicken"
"KX215301",2012.5,"Bhutan","chicken"
"KX215460",2012.5,"Bhutan","chicken"
"KX215383",2012.5,"Bhutan","chicken"
"KX215466",2012.5,"Bhutan","chicken"
"KX215318",2012.5,"Bhutan","chicken"
"KX215374",2012.5,"Bhutan","chicken"
"KX215250",2012.5,"Bhutan","chicken"
"KX215325",2012.5,"Bhutan","chicken"
"KX215234",2012.5,"Bhutan","chicken"
"KX215458",2012.5,"Bhutan","chicken"
"KX215322",2012.5,"Bhutan","chicken"
"KX215363",2012.5,"Bhutan","chicken"
"KX215341",2012.5,"Bhutan","chicken"
"KX215462",2012.5,"Bhutan","chicken"
"KX215427",2012.5,"Bhutan","chicken"
"KX215277",2012.5,"Bhutan","chicken"
"KX215291",2012.5,"Bhutan","chicken"
"KX215407",2012.5,"Bhutan","chicken"
"KX215411",2012.5,"Bhutan","chicken"
"KX215340",2012.5,"Bhutan","chicken"
"KX215387",2012.5,"Bhutan","chicken"
"KX215388",2012.5,"Bhutan","chicken"
"KX215327",2012.5,"Bhutan","chicken"
"KX215332",2012.5,"Bhutan","chicken"
"KX215393",2012.5,"Bhutan","chicken"
"KX215269",2012.5,"Bhutan","chicken"
"KX215202",2012.5,"Bhutan","chicken"
"KX215199",2012.5,"Bhutan","chicken"
"KX215338",2012.5,"Bhutan","chicken"
"KP732553",2014.5,"China","chicken"
"KY437805",2014.5,"China","chicken"
"MF116342",2012.5,"China","chicken"
"MF116343",2012.5,"China","chicken"
"KP732560",2014.5,"China","chicken"
"KC261457",2010.5,"China","chicken"
"KC261455",2011.5,"China","chicken"
"KX160152",2012.5,"China","chicken"
"KX160160",2012.5,"China","chicken"
"KP762512",2014.5,"China","chicken"
"KP762507",2013.5,"China","chicken"
"MF673389",2015.5,"China","chicken"
"JQ638685",2010.5,"China","chicken"
"MK743997",2011.5,"China","chicken"
"KX160184",2011.5,"China","chicken"
"KX160191",2012.5,"China","chicken"
"KF638577",2012.5,"China","chicken"
"KC261456",2010.5,"China","chicken"
"KP732545",2014.5,"China","chicken"
"KU143522",2014.5,"China","chicken"
"KU143523",2014.5,"China","chicken"
"KJ907605",2013.5,"China","chicken"
"KJ907613",2013.5,"China","chicken"
"KJ683886",2014.5,"China","chicken"
"AF046085",1997.5,"Hong Kong","chicken"
"AF098590",1997.5,"Hong Kong","chicken"
"GU052087",2001.5,"Hong Kong","chicken"
"AF509178",2001.5,"Hong Kong","chicken"
"AF098592",1997.5,"Hong Kong","chicken"
"AF509179",2001.5,"Hong Kong","chicken"
"AF098593",1997.5,"Hong Kong","chicken"
"AF509180",2001.5,"Hong Kong","chicken"
"AF509181",2001.5,"Hong Kong","chicken"
"AF509182",2001.5,"Hong Kong","chicken"
"AF509183",2001.5,"Hong Kong","chicken"
"AF509184",2001.5,"Hong Kong","chicken"
"AF509185",2001.5,"Hong Kong","chicken"
"AF509187",2001.5,"Hong Kong","chicken"
"AF509188",2001.5,"Hong Kong","chicken"
"AF509186",2001.5,"Hong Kong","chicken"
"AF509189",2001.5,"Hong Kong","chicken"
"AF509190",2001.5,"Hong Kong","chicken"
"AF509169",2001.5,"Hong Kong","chicken"
"AF509177",2001.5,"Hong Kong","chicken"
"AF509171",2001.5,"Hong Kong","chicken"
"AF098591",1997.5,"Hong Kong","chicken"
"AY221577",2001.5,"Hong Kong","chicken"
"AY221576",2001.5,"Hong Kong","chicken"
"AY221575",2001.5,"Hong Kong","chicken"
"AY221582",2001.5,"Hong Kong","chicken"
"AY221581",2001.5,"Hong Kong","chicken"
"AF509174",2001.5,"Hong Kong","chicken"
"EF123898",2006.5,"Hong Kong","chicken"
"DQ321321",2002.5,"Hong Kong","chicken"
"AY576402",2002.5,"Hong Kong","chicken"
"GU186678",2002.5,"Hong Kong","chicken"
"GU052140",1997.5,"Hong Kong","chicken"
"DQ321322",2002.5,"Hong Kong","chicken"
"AF098594",1997.5,"Hong Kong","chicken"
"EF123903",2006.5,"Hong Kong","chicken"
"KF735630",2008.5,"Hong Kong","chicken"
"GU052492",2006.5,"Hong Kong","chicken"
"AF509172",2001.5,"Hong Kong","chicken"
"AY221578",2001.5,"Hong Kong","chicken"
"AF509170",2001.5,"Hong Kong","chicken"
"AY221583",2001.5,"Hong Kong","chicken"
"GU354057",2008.5,"India","chicken"
"GU252814",2008.5,"India","chicken"
"GU066386",2008.5,"India","chicken"
"KJ643886",2012.5,"India","chicken"
"KJ643894",2012.5,"India","chicken"
"KT717187",2012.5,"India","chicken"
"KP336360",2012.5,"India","chicken"
"KM267760",2012.5,"India","chicken"
"KM110970",2013.5,"India","chicken"
"KM267763",2012.5,"India","chicken"
"JX294925",2011.5,"India","chicken"
"KT285355",2015.5,"India","chicken"
"KT867366",2015.5,"India","chicken"
"KJ162125",2013.5,"India","chicken"
"KJ162130",2013.5,"India","chicken"
"KP336283",2011.5,"India","chicken"
"KP336284",2011.5,"India","chicken"
"KP336373",2011.5,"India","chicken"
"KP336375",2011.5,"India","chicken"
"CY090106",2008.5,"India","chicken"
"KT327364",2008.5,"India","chicken"
"KP336317",2013.5,"India","chicken"
"KP336320",2013.5,"India","chicken"
"CY090114",2010.5,"India","chicken"
"MK392498",2008.5,"India","chicken"
"MK392534",2008.5,"India","chicken"
"MK392550",2008.5,"India","chicken"
"CY111055",2008.5,"India","chicken"
"CY111063",2008.5,"India","chicken"
"CY090122",2008.5,"India","chicken"
"CY111071",2008.5,"India","chicken"
"CY111079",2008.5,"India","chicken"
"CY111087",2008.5,"India","chicken"
"CY111095",2008.5,"India","chicken"
"MK392574",2008.5,"India","chicken"
"MK392583",2008.5,"India","chicken"
"CY111103",2008.5,"India","chicken"
"CY111111",2008.5,"India","chicken"
"MK392386",2008.5,"India","chicken"
"MK392468",2008.5,"India","chicken"
"MK392476",2008.5,"India","chicken"
"CY111119",2008.5,"India","chicken"
"CY092122",2011.5,"India","chicken"
"CY092128",2011.5,"India","chicken"
"CY092134",2011.5,"India","chicken"
"CY092140",2011.5,"India","chicken"
"EF362424",2006.5,"India","chicken"
"EF362432",2006.5,"India","chicken"
"CY092116",2011.5,"India","chicken"
"CY046068",2008.5,"India","chicken"
"CY046110",2008.5,"India","chicken"
"GQ917234",2009.5,"India","chicken"
"FJ010998",2006.5,"India","chicken"
"FJ010989",2006.5,"India","chicken"
"FJ010981",2006.5,"India","chicken"
"FJ719832",2007.5,"India","chicken"
"GU454579",2006.5,"India","chicken"
"GU454576",2006.5,"India","chicken"
"GU354063",2006.5,"India","chicken"
"GU354079",2009.5,"India","chicken"
"CY080353",2009.5,"India","chicken"
"EU408788",2006.5,"India","chicken"
"GU083635",2008.5,"India","chicken"
"GU083629",2008.5,"India","chicken"
"GU354071",2008.5,"India","chicken"
"GU356581",2009.5,"India","chicken"
"GU271996",2009.5,"India","chicken"
"CY080361",2009.5,"India","chicken"
"GU083651",2009.5,"India","chicken"
"GU083659",2009.5,"India","chicken"
"CY080369",2009.5,"India","chicken"
"GU272004",2009.5,"India","chicken"
"CY061292",2010.5,"India","chicken"
"CY061300",2010.5,"India","chicken"
"GU083607",2008.5,"India","chicken"
"GU083613",2008.5,"India","chicken"
"CY080377",2008.5,"India","chicken"
"GU083621",2008.5,"India","chicken"
"CY080385",2008.5,"India","chicken"
"GU083643",2008.5,"India","chicken"
"CY080393",2008.5,"India","chicken"
"KM892796",2009.5,"Indonesia","chicken"
"GQ122467",2005.5,"Indonesia","chicken"
"GQ122473",2005.5,"Indonesia","chicken"
"DQ493355",2004.5,"Indonesia","chicken"
"DQ493356",2004.5,"Indonesia","chicken"
"GQ122515",2006.5,"Indonesia","chicken"
"DQ321327",2005.5,"Indonesia","chicken"
"KY614910",2016.5,"Indonesia","chicken"
"GQ122491",2005.5,"Indonesia","chicken"
"DQ493367",2005.5,"Indonesia","chicken"
"DQ493368",2005.5,"Indonesia","chicken"
"KY614989",2016.5,"Indonesia","chicken"
"GQ122431",2003.5,"Indonesia","chicken"
"GQ122497",2006.5,"Indonesia","chicken"
"GQ122545",2006.5,"Indonesia","chicken"
"GQ122503",2006.5,"Indonesia","chicken"
"GQ122553",2006.5,"Indonesia","chicken"
"GQ122509",2006.5,"Indonesia","chicken"
"GQ122561",2006.5,"Indonesia","chicken"
"GQ122527",2007.5,"Indonesia","chicken"
"GQ122533",2007.5,"Indonesia","chicken"
"GQ122539",2007.5,"Indonesia","chicken"
"GQ122443",2004.5,"Indonesia","chicken"
"KR732431",2007.5,"Indonesia","chicken"
"DQ493351",2005.5,"Indonesia","chicken"
"GU052416",2003.5,"Indonesia","chicken"
"AY651655",2003.5,"Indonesia","chicken"
"GU003872",2007.5,"Indonesia","chicken"
"MW871693",2018.5,"Indonesia","chicken"
"GU186743",2003.5,"Indonesia","chicken"
"GU052156",2003.5,"Indonesia","chicken"
"GU052164",2003.5,"Indonesia","chicken"
"AY651651",2003.5,"Indonesia","chicken"
"CY014191",2005.5,"Indonesia","chicken"
"CY014183",2005.5,"Indonesia","chicken"
"AY651653",2003.5,"Indonesia","chicken"
"DQ493357",2004.5,"Indonesia","chicken"
"KY614949",2016.5,"Indonesia","chicken"
"DQ493352",2005.5,"Indonesia","chicken"
"DQ321326",2004.5,"Indonesia","chicken"
"DQ493350",2004.5,"Indonesia","chicken"
"KY614870",2016.5,"Indonesia","chicken"
"DQ493362",2004.5,"Indonesia","chicken"
"DQ493360",2004.5,"Indonesia","chicken"
"DQ493361",2004.5,"Indonesia","chicken"
"KY614965",2016.5,"Indonesia","chicken"
"KY614838",2016.5,"Indonesia","chicken"
"KY614846",2016.5,"Indonesia","chicken"
"GU052431",2003.5,"Indonesia","chicken"
"DQ493343",2005.5,"Indonesia","chicken"
"KY614862",2016.5,"Indonesia","chicken"
"DQ493342",2004.5,"Indonesia","chicken"
"DQ493358",2004.5,"Indonesia","chicken"
"DQ493344",2004.5,"Indonesia","chicken"
"DQ493363",2004.5,"Indonesia","chicken"
"KY614957",2016.5,"Indonesia","chicken"
"KR732501",2007.5,"Indonesia","chicken"
"DQ493345",2003.5,"Indonesia","chicken"
"DQ493353",2004.5,"Indonesia","chicken"
"DQ493348",2005.5,"Indonesia","chicken"
"DQ321323",2005.5,"Indonesia","chicken"
"KY614822",2014.5,"Indonesia","chicken"
"DQ493365",2005.5,"Indonesia","chicken"
"KY614830",2014.5,"Indonesia","chicken"
"KY614902",2016.5,"Indonesia","chicken"
"GQ122569",2006.5,"Indonesia","chicken"
"GQ122521",2006.5,"Indonesia","chicken"
"DQ493346",2003.5,"Indonesia","chicken"
"KY614878",2016.5,"Indonesia","chicken"
"KY614973",2016.5,"Indonesia","chicken"
"GQ122479",2005.5,"Indonesia","chicken"
"GQ122485",2005.5,"Indonesia","chicken"
"MZ976837",2017.5,"Indonesia","chicken"
"DQ493369",2005.5,"Indonesia","chicken"
"DQ493366",2005.5,"Indonesia","chicken"
"DQ321328",2005.5,"Indonesia","chicken"
"KR732417",2007.5,"Indonesia","chicken"
"KR732485",2008.5,"Indonesia","chicken"
"GQ122425",2003.5,"Indonesia","chicken"
"KR732497",2006.5,"Indonesia","chicken"
"KR732518",2006.5,"Indonesia","chicken"
"DQ321324",2003.5,"Indonesia","chicken"
"DQ321325",2004.5,"Indonesia","chicken"
"GQ337908",2008.5,"Iran","chicken"
"EU574925",2008.5,"Israel","chicken"
"EU429981",2006.5,"Israel","chicken"
"AB684177",2011.5,"Japan","chicken"
"AB684117",2011.5,"Japan","chicken"
"LC699174",2021.5,"Japan","chicken"
"AB684220",2011.5,"Japan","chicken"
"AB684234",2011.5,"Japan","chicken"
"LC699182",2021.5,"Japan","chicken"
"LC699662",2022.5,"Japan","chicken"
"LC705180",2022.5,"Japan","chicken"
"LC699150",2021.5,"Japan","chicken"
"LC208487",2015.5,"Japan","chicken"
"AB684110",2011.5,"Japan","chicken"
"LC699646",2021.5,"Japan","chicken"
"AB188822",2004.5,"Japan","chicken"
"AB684191",2011.5,"Japan","chicken"
"AB684163",2011.5,"Japan","chicken"
"AB684198",2011.5,"Japan","chicken"
"AB684213",2011.5,"Japan","chicken"
"AB684148",2011.5,"Japan","chicken"
"AB684155",2011.5,"Japan","chicken"
"AB684096",2011.5,"Japan","chicken"
"AB684134",2011.5,"Japan","chicken"
"AB684126",2011.5,"Japan","chicken"
"AB684103",2011.5,"Japan","chicken"
"AB684206",2011.5,"Japan","chicken"
"AB684141",2011.5,"Japan","chicken"
"AB188814",2004.5,"Japan","chicken"
"LC699166",2021.5,"Japan","chicken"
"AB684082",2010.5,"Japan","chicken"
"AB684184",2011.5,"Japan","chicken"
"AB166860",2004.5,"Japan","chicken"
"GU186714",2004.5,"Japan","chicken"
"CY029946",2007.5,"Kuwait","chicken"
"CY029954",2007.5,"Kuwait","chicken"
"CY029962",2007.5,"Kuwait","chicken"
"CY029970",2007.5,"Kuwait","chicken"
"CY029978",2007.5,"Kuwait","chicken"
"CY029986",2007.5,"Kuwait","chicken"
"CY029994",2007.5,"Kuwait","chicken"
"HM006749",2006.5,"Laos","Chicken"
"CY098295",2010.5,"Lao","chicken"
"CY040988",2008.5,"Laos","chicken"
"CY040996",2008.5,"Laos","chicken"
"CY041004",2008.5,"Laos","chicken"
"CY041012",2008.5,"Laos","chicken"
"CY041020",2008.5,"Laos","chicken"
"CY041028",2008.5,"Laos","chicken"
"CY040940",2007.5,"Laos","chicken"
"KF735636",2010.5,"Laos","chicken"
"CY030483",2007.5,"Laos","chicken"
"CY034686",2007.5,"Laos","chicken"
"CY040972",2007.5,"Laos","chicken"
"CY034710",2007.5,"Laos","chicken"
"CY034718",2007.5,"Laos","chicken"
"KX644139",2016.5,"Lebanon","chicken"
"CY029773",2007.5,"Malaysia","chicken"
"DQ321329",2004.5,"Malaysia","chicken"
"AB478018",2007.5,"Myanmar","chicken"
"MN046340",2017.5,"Myanmar","chicken"
"MN046348",2017.5,"Myanmar","chicken"
"MN046332",2017.5,"Myanmar","chicken"
"MN046356",2017.5,"Myanmar","chicken"
"AB478017",2006.5,"Myanmar","chicken"
"JQ936709",2010.5,"Myanmar","chicken"
"JQ936725",2007.5,"Myanmar","chicken"
"JQ936717",2007.5,"Myanmar","chicken"
"JQ936701",2010.5,"Myanmar","chicken"
"JQ936685",2010.5,"Myanmar","chicken"
"AB478020",2007.5,"Myanmar","chicken"
"KP336355",2013.5,"Nepal","chicken"
"KP336356",2013.5,"Nepal","chicken"
"KP336357",2013.5,"Nepal","chicken"
"KP336342",2013.5,"Nepal","chicken"
"KP336358",2013.5,"Nepal","chicken"
"KP336344",2013.5,"Nepal","chicken"
"KP336350",2013.5,"Nepal","chicken"
"KP336359",2013.5,"Nepal","chicken"
"KP892989",2015.5,"Canada","chicken"
"KY063730",2015.5,"North America","chicken"
"HM208708",2006.5,"Pakistan","chicken"
"CY037760",2006.5,"Pakistan","chicken"
"CY037768",2006.5,"Pakistan","chicken"
"JN807925",2011.5,"South Korea","chicken"
"EU233697",2006.5,"South Korea","chicken"
"GQ412039",2008.5,"South Korea","chicken"
"JN807934",2011.5,"South Korea","chicken"
"EU233681",2006.5,"South Korea","chicken"
"EU233689",2006.5,"South Korea","chicken"
"EU233705",2006.5,"South Korea","chicken"
"GQ412040",2008.5,"South Korea","chicken"
"JN807935",2010.5,"South Korea","chicken"
"JN807938",2011.5,"South Korea","chicken"
"JN807929",2011.5,"South Korea","chicken"
"GQ412041",2008.5,"South Korea","chicken"
"GQ412042",2008.5,"South Korea","chicken"
"JN807931",2011.5,"South Korea","chicken"
"AY676027",2003.5,"South Korea","chicken"
"AY770994",2004.5,"Thailand","chicken"
"AB450518",2004.5,"Thailand","chicken"
"AB450519",2004.5,"Thailand","chicken"
"AY590582",2004.5,"Thailand","chicken"
"AB450521",2004.5,"Thailand","chicken"
"AB450526",2006.5,"Thailand","chicken"
"FJ750825",2008.5,"Thailand","chicken"
"FJ868023",2008.5,"Thailand","chicken"
"AB440330",2004.5,"Thailand","chicken"
"AB450524",2005.5,"Thailand","chicken"
"AB450522",2004.5,"Thailand","chicken"
"CY047452",2008.5,"Thailand","chicken"
"CY047456",2008.5,"Thailand","chicken"
"EU669191",2007.5,"Thailand","chicken"
"EU875392",2007.5,"Thailand","chicken"
"EU875389",2008.5,"Thailand","chicken"
"HM590787",2010.5,"Thailand","chicken"
"HM590795",2010.5,"Thailand","chicken"
"EU233414",2007.5,"Thailand","chicken"
"EU669196",2008.5,"Thailand","chicken"
"DQ334758",2005.5,"Thailand","chicken"
"DQ999875",2006.5,"Thailand","chicken"
"EU620655",2008.5,"Thailand","chicken"
"EU850414",2008.5,"Thailand","chicken"
"EU850422",2008.5,"Thailand","chicken"
"DQ334774",2005.5,"Thailand","chicken"
"DQ999886",2006.5,"Thailand","chicken"
"DQ999892",2006.5,"Thailand","chicken"
"EU620663",2008.5,"Thailand","chicken"
"FJ868020",2008.5,"Thailand","chicken"
"JQ794460",2006.5,"Thailand","chicken"
"JQ794468",2006.5,"Thailand","chicken"
"EF593100",2004.5,"Thailand","chicken"
"FJ750818",2008.5,"Thailand","chicken"
"FJ868031",2008.5,"Thailand","chicken"
"GU186767",2007.5,"Vietnam","chicken"
"JX420156",2007.5,"Vietnam","chicken"
"JX420204",2006.5,"Vietnam","chicken"
"GU050403",2007.5,"Vietnam","chicken"
"JX420180",2007.5,"Vietnam","chicken"
"KU311520",2013.5,"Vietnam","chicken"
"GU050481",2007.5,"Vietnam","chicken"
"JX420172",2007.5,"Vietnam","chicken"
"JX420164",2007.5,"Vietnam","chicken"
"JX420140",2007.5,"Vietnam","chicken"
"GU186722",2005.5,"Vietnam","chicken"
"GU050387",2007.5,"Vietnam","chicken"
"GU186738",2005.5,"Vietnam","chicken"
"AB823745",2012.5,"Vietnam","chicken"
"AB823753",2012.5,"Vietnam","chicken"
"AB818495",2012.5,"Vietnam","chicken"
"AB822988",2012.5,"Vietnam","chicken"
"AB818503",2012.5,"Vietnam","chicken"
"GU050529",2007.5,"Vietnam","chicken"
"CY016873",2005.5,"Vietnam","chicken"
"CY016881",2005.5,"Vietnam","chicken"
"CY017065",2005.5,"Vietnam","chicken"
"CY016841",2005.5,"Vietnam","chicken"
"AY651668",2004.5,"Vietnam","chicken"
"CY016849",2005.5,"Vietnam","chicken"
"CY016857",2005.5,"Vietnam","chicken"
"CY016865",2005.5,"Vietnam","chicken"
"DQ138149",2004.5,"Vietnam","chicken"
"DQ138151",2004.5,"Vietnam","chicken"
"DQ138155",2004.5,"Vietnam","chicken"
"DQ138150",2004.5,"Vietnam","chicken"
"DQ138154",2004.5,"Vietnam","chicken"
"MT547565",2019.5,"Vietnam","chicken"
"MT019994",2019.5,"Vietnam","chicken"
"MT020002",2019.5,"Vietnam","chicken"
"MT106920",2019.5,"Vietnam","chicken"
"MT106928",2019.5,"Vietnam","chicken"
"MT106936",2019.5,"Vietnam","chicken"
"MT106944",2019.5,"Vietnam","chicken"
